"","Var.1","Library","City.ortown","Image","Dategranted","Grantamount","Location","Notes","state","Municipality","Status","Town"
"1419",15,"Greenville","Greenville",NA,"Apr 13, 1903","$15,000","","Building demolished in 1953","Texas",NA,NA,NA
"1420",16,"Houston Main","Houston",NA,"Oct 28, 1899","$65,000","","Building demolished","Texas",NA,NA,NA
"1421",17,"Houston Segregated","Houston",NA,"Oct 28, 1899","—","","Building demolished in 1970s","Texas",NA,NA,NA
"1422",18,"Jefferson","Jefferson",NA,"May 15, 1906","$10,000","301 W Lafayette","Still the Jefferson Carnegie Library","Texas",NA,NA,NA
"1423",19,"Marshall","Marshall",NA,"1907","","711 Wiley Ave","Now the Willis J. King Administration Building on the Wiley College campus.","Texas",NA,NA,NA
"1424",19,"Memphis","Memphis",NA,"Jan 27, 1912","$10,000","","Building demolished in mid-1980s","Texas",NA,NA,NA
"1425",20,"Palestine","Palestine",NA,"Sep 27, 1912","$15,000","502 N Queen St","Now the Chamber of Commerce","Texas",NA,NA,NA
"1426",21,"Pecos","Pecos",NA,"Jun 25, 1911","$9,000","","Building demolished in early 1960s","Texas",NA,NA,NA
"1427",22,"Pittsburg","Pittsburg",NA,"Apr 30, 1898","$5,000","","The eighth library in the US to be commissioned by Carnegie and only the second outside of Southwestern Pennsylvania. Building destroyed by fire in 1939","Texas",NA,NA,NA
"1428",23,"San Antonio","San Antonio",NA,"Jan 6, 1900","$70,000","","Building demolished","Texas",NA,NA,NA
"1429",24,"Sherman","Sherman",NA,"Apr 3, 1912","$20,000","301 S Walnut","Now The Sherman Museum","Texas",NA,NA,NA
"1430",25,"Stamford","Stamford",NA,"Jun 29, 1908","$15,000","600 E McHarg St","Still the Stamford Carnegie Library","Texas",NA,NA,NA
"1431",26,"Sulphur Springs","Sulphur Springs",NA,"Apr 10, 1909","$12,000","","Now City Hall","Texas",NA,NA,NA
"1432",27,"Temple","Temple",NA,"Jan 22, 1902","$15,000","","Building destroyed by fire in 1918","Texas",NA,NA,NA
"1433",28,"Terrell","Terrell",NA,"Feb 20, 1903","$10,000","207 N Frances St","Now the Terrell Heritage Museum","Texas",NA,NA,NA
"1434",29,"Tyler","Tyler",NA,"Mar 20, 1903","$15,000","125 S College St","Now the Carnegie History Center","Texas",NA,NA,NA
"1435",30,"Vernon","Vernon",NA,"Apr 19, 1915","$12,500","","Building demolished in late 1970s","Texas",NA,NA,NA
"1436",31,"Waco","Waco",NA,"Apr 28, 1902","$30,000","","Building demolished","Texas",NA,NA,NA
"1437",32,"Winnsboro","Winnsboro",NA,"Apr 6, 1908","$10,000","","Building demolished in 1967","Texas",NA,NA,NA
"1438",1,"American Fork","American Fork",NA,"Sep 26, 1919","$10,000","54 E. Main St.","Last Carnegie library granted in the United States; demolished","Utah",NA,NA,NA
"1439",2,"Beaver","Beaver",NA,"Dec 8, 1913","$10,000","55 W. Center St.38°16′24″N 112°38′29″W﻿ / ﻿38.27333°N 112.64139°W﻿ / 38.27333; -112.64139﻿ (Beaver City Library)","Federal Revival style, built c. 1917","Utah",NA,NA,NA
"1440",3,"Brigham City","Brigham City",NA,"Jun 11, 1914","$12,500","26 E. Forest St.41°30′39″N 112°00′51″W﻿ / ﻿41.51083°N 112.01417°W﻿ / 41.51083; -112.01417﻿ (Brigham City Carnegie Library)","Prairie Style, completed December 15, 1915","Utah",NA,NA,NA
"1441",4,"Cedar City","Cedar City",NA,"Apr 3, 1912","$10,000","Near 20 N. Main St.","Completed in 1914, condemned c. 1947, demolished c. 1969","Utah",NA,NA,NA
"1442",5,"Chapman Branch","Salt Lake City",NA,"Mar 31, 1916","$25,000","577 S. 900 West40°45′24″N 111°54′58″W﻿ / ﻿40.75667°N 111.91611°W﻿ / 40.75667; -111.91611﻿ (Chapman Branch Library)","Classical Revival style, dedicated May 1918","Utah",NA,NA,NA
"1443",6,"Ephraim","Ephraim",NA,"Jan 14, 1914","$10,000","30 S. Main St.39°22′05″N 111°35′12″W﻿ / ﻿39.36806°N 111.58667°W﻿ / 39.36806; -111.58667﻿ (Ephraim Carnegie Library)","Beaux-Arts style, dedicated March 27, 1915","Utah",NA,NA,NA
"1444",7,"Eureka","Eureka",NA,"Dec 24, 1907","$11,000","263 W. Main St.39°57′15″N 112°07′13″W﻿ / ﻿39.95417°N 112.12028°W﻿ / 39.95417; -112.12028﻿ (Eureka Carnegie Library)","Dedicated October 13, 1909, extensively altered in 1947; now the Eureka Memorial Building","Utah",NA,NA,NA
"1445",8,"Garland","Garland",NA,"Jan 17, 1912","$8,000","86 W. Factory St.41°44′29″N 112°09′46″W﻿ / ﻿41.74139°N 112.16278°W﻿ / 41.74139; -112.16278﻿ (Garland Carnegie Library)","Classical Revival style, dedicated December 12, 1914","Utah",NA,NA,NA
"1446",9,"Lehi","Lehi",NA,"Nov 7, 1917","$10,000","51 N. Center St.40°23′19″N 111°50′56″W﻿ / ﻿40.38861°N 111.84889°W﻿ / 40.38861; -111.84889﻿ (Lehi City Hall)","North wing of the old Lehi City Hall, Mission Style, dedicated December 30, 1921. Now a museum","Utah",NA,NA,NA
"1447",10,"Manti","Manti",NA,"Mar 21, 1910","$11,470","2 S. Main St.39°15′55″N 111°37′59″W﻿ / ﻿39.26528°N 111.63306°W﻿ / 39.26528; -111.63306﻿ (Manti Carnegie Library)","Classical Revival style, dedicated January 2, 1912","Utah",NA,NA,NA
"1448",11,"Mount Pleasant","Mount Pleasant",NA,"May 15, 1916","$10,000","24 E. Main St.39°32′48″N 111°27′14″W﻿ / ﻿39.54667°N 111.45389°W﻿ / 39.54667; -111.45389﻿ (Mount Pleasant Carnegie Library)","Prairie Style, dedicated February 15, 1917","Utah",NA,NA,NA
"1449",12,"Murray","Murray",NA,"Jan 6, 1911","$10,000","184 E. Vine St.40°39′49″N 111°53′12″W﻿ / ﻿40.66361°N 111.88667°W﻿ / 40.66361; -111.88667﻿ (Murray Carnegie Library)","Extensively altered; now part of a private school","Utah",NA,NA,NA
"1450",13,"Ogden","Ogden",NA,"Mar 9, 1901","$25,000","26th St. and Washington Blvd.","Opened April 21, 1903; demolished February 10, 1969","Utah",NA,NA,NA
"1451",14,"Panguitch","Panguitch",NA,"Dec 3, 1915","$6,000","75 E. Center St.37°49′23″N 112°26′01″W﻿ / ﻿37.82306°N 112.43361°W﻿ / 37.82306; -112.43361﻿ (Panguitch Carnegie Library)","Built c. 1918","Utah",NA,NA,NA
"1452",15,"Parowan","Parowan",NA,"Jan 31, 1913","$6,000","","Demolished","Utah",NA,NA,NA
"1453",16,"Price","Price",NA,"Jan 2, 1913","$10,000","159 E. Main St.","Finished January 17, 1915. Demolished and replaced by a new library building in 1957","Utah",NA,NA,NA
"1454",17,"Provo","Provo",NA,"Apr 8, 1907","$17,500","15 N. 100 East40°14′02″N 111°39′25.5″W﻿ / ﻿40.23389°N 111.657083°W﻿ / 40.23389; -111.657083﻿ (Provo Carnegie Library)","Original building completely enclosed by a 1939 WPA-sponsored addition","Utah",NA,NA,NA
"1455",18,"Richfield","Richfield",NA,"Jan 6, 1911","$10,000","83 E. Center St.38°46′06″N 112°04′57″W﻿ / ﻿38.76833°N 112.08250°W﻿ / 38.76833; -112.08250﻿ (Richfield Carnegie Library)","American Craftsman style, dedicated May 14, 1913","Utah",NA,NA,NA
"1456",19,"Richmond","Richmond",NA,"Sep 27, 1912","$8,000","38 W. Main St.41°55′23″N 111°48′32″W﻿ / ﻿41.92306°N 111.80889°W﻿ / 41.92306; -111.80889﻿ (Richmond Carnegie Library)","Classical Revival style, opened October 20, 1914","Utah",NA,NA,NA
"1457",20,"Smithfield","Smithfield",NA,"Jan 7, 1918","$12,000","25 N. Main St.41°50′14″N 111°49′13″W﻿ / ﻿41.83722°N 111.82028°W﻿ / 41.83722; -111.82028﻿ (Smithfield Public Library)","Prairie Style, completed in 1921","Utah",NA,NA,NA
"1458",21,"Springville","Springville",NA,"Nov 9, 1916","$10,000","175 S. Main St.40°09′51″N 111°36′36″W﻿ / ﻿40.16417°N 111.61000°W﻿ / 40.16417; -111.61000﻿ (Springville Carnegie Library)","Prairie Style, opened January 1922. Now a museum","Utah",NA,NA,NA
"1459",22,"St. George","St. George",NA,"Jan 31, 1913","$8,000","","Completed in 1916, demolished in 1981","Utah",NA,NA,NA
"1460",23,"Tooele","Tooele",NA,"Jan 5, 1909","$5,000","47 E. Vine St.40°31′52″N 112°17′48″W﻿ / ﻿40.53111°N 112.29667°W﻿ / 40.53111; -112.29667﻿ (Tooele Carnegie Library)","Classical Revival style, opened May 10, 1911. Now a museum","Utah",NA,NA,NA
"1461",1,"Fletcher Free Library",NA,NA,"Jul 25, 1901","$50,000","235 College St.44°28′39″N 73°12′36″W﻿ / ﻿44.477462°N 73.210080°W﻿ / 44.477462; -73.210080﻿ (Fletcher Free Library)","This building opened on August 17, 1904. In the late 1970s a large grant was awarded to repair the building, which was later expanded in 1981.[4]","Vermont",NA,NA,"Burlington"
"1462",2,"Fair Haven Public Library",NA,NA,"Jan 19, 1905","$8,000","107 N. Main St.43°35′51″N 73°15′44″W﻿ / ﻿43.597425°N 73.262157°W﻿ / 43.597425; -73.262157﻿ (Fair Haven Public Library)","This building opened on March 18, 1908, and was expanded in 1997.","Vermont",NA,NA,"Fair Haven"
"1463",3,"Morristown Centennial Library",NA,NA,"Mar 18, 1911","$7,000","7 Richmond St.44°33′47″N 72°35′44″W﻿ / ﻿44.563047°N 72.595575°W﻿ / 44.563047; -72.595575﻿ (Morristown Centennial Library)","This building opened in July 1913, and an expansion is currently planned.","Vermont",NA,NA,"Morristown"
"1464",4,"Rockingham Free Public Library",NA,NA,"Jun 1, 1903","$15,000","65 Westminster St.43°10′05″N 72°26′43″W﻿ / ﻿43.168128°N 72.445221°W﻿ / 43.168128; -72.445221﻿ (Rockingham Free Public Library)","Designed by H.M. Francis and Son, this building was opened in 1909. The grant was initially refused by the town, who did not agree to the annual maintenance tax until 1908. It was expanded in 1929 and 1967.","Vermont",NA,NA,"Rockingham"
"1465",1,"Norfolk Main","Norfolk",NA,"Mar 8, 1901","$50,000","345 W. Freemason St.36°51′07″N 76°17′44″W﻿ / ﻿36.851806°N 76.295417°W﻿ / 36.851806; -76.295417﻿ (Norfolk Main Public Library)","Designed by Herbert G. Hale and Henry G. Morse, the Norfolk library has, since 1970, served as office space.[3]","Virginia",NA,NA,NA
"1466",2,"Norfolk Van Wyck","Norfolk",NA,"Mar 8, 1901","$20,000","345 Shirley Ave.36°52′28″N 76°17′26″W﻿ / ﻿36.874403°N 76.290436°W﻿ / 36.874403; -76.290436﻿ (Norfolk Van Wyck Public Library)","This library was funded by a Carnegie grant and a donation from H.D. Van Wyck in 1901, but did not open until May 15, 1916. It was designed by Ferguson, Calrow, and Wren.[4]","Virginia",NA,NA,NA
"1467",3,"Waynesboro","Waynesboro",NA,"Feb 26, 1914","$8,000","301 Walnut Ave.38°04′02″N 78°53′35″W﻿ / ﻿38.067222°N 78.892917°W﻿ / 38.067222; -78.892917﻿ (Waynesboro Carnegie Library)","Part of Fishburne Military School since 1984, this building was designed by T. J. Collins & Sons. Now used for JROTC classrooms.","Virginia",NA,NA,NA
"1468",1,"Aberdeen","Aberdeen",NA,"Jan 18, 1907","$15,000","121 E. Market Street, Aberdeen, WA. 98520-5292","Designed in Neoclassical Revival style. Built by American Contracting Company. Razed for new library","Washington",NA,NA,NA
"1469",2,"Anacortes","Anacortes",NA,"Dec 14, 1908","$10,000","1305 8th Street, Anacortes, WA. 98221-1833","Designed by Cox, Piper & Carder of Bellingham, WA. Now the Anacortes Museum","Washington",NA,NA,NA
"1470",3,"Auburn","Auburn",NA,"May 17, 1912","$9,000","306 Auburn Avenue, Auburn, WA. 98002-5013","Designed by David Meyers. Currently a dance studio","Washington",NA,NA,NA
"1471",4,"Bellingham Central","Bellingham",NA,"Mar 27, 1903","$36,000","Champion & Commercial Streets, Bellingham, WA. 98225","Formally opened February 22, 1908. Razed for parking lot.","Washington",NA,NA,NA
"1472",5,"Bellingham Fairhaven","Bellingham",NA,"Mar 27, 1903","—","1117 12th Street, Bellingham, WA. 98225-6617","Designed by Seattle firm of Elliot & West. Opened December 20, 1904.","Washington",NA,NA,NA
"1473",6,"Burlington","Burlington",NA,"Apr 13, 1914","$5,000","901 E. Fairhaven Ave., Burlington, WA. 98233-1900","Designed by Blackwell and Baker in Mediterranean Revival style. Built by Whipple and Hedrick. Currently part of Burlington-Edison School District offices","Washington",NA,NA,NA
"1474",7,"Centralia","Centralia",NA,"Jan 6, 1911","$15,000","110 South Silver Street, Centralia, WA. 98531-4296","Designed by Watson M. Vernon of Aberdeen, WA. in Neoclassical Revival style. Expanded and renovated in 1976 by Harry B. Rich of Seattle.","Washington",NA,NA,NA
"1475",8,"Chehalis","Chehalis",NA,"May 8, 1908","$10,000","400 N. Market Blvd., Chehalis, WA. 98532-0419","Originally designed by Y.D. Hensill of Eugene, Oregon. Heavily remodeled after 1949 Olympia earthquake and razed in 2007 for a new library","Washington",NA,NA,NA
"1476",9,"Clarkston Public Library","Clarkston",NA,"Jan 17, 1912","$10,000","6th & Chestnut Streets, Clarkston, WA. 99403-2644","Designed in Neoclassical Revival style with Prairie style influences. Incorporated into Clarkston High School campus as counseling center.","Washington",NA,NA,NA
"1477",10,"Edmonds","Edmonds",NA,"Jan 31, 1910","$5,000","118 5th Avenue North, Edmonds, WA. 98020-3145","Designed by H.B. Ward in 2nd Renaissance Revival style. Operated as a library until 1982. Now a museum","Washington",NA,NA,NA
"1478",11,"Ellensburg","Ellensburg",NA,"Jan 8, 1908","$10,000","209 North Ruby Street, Ellensburg, WA. 98926-3338","Designed by S.C. Irwin in Neoclassical Revival style. Opened October 1909. Replaced by new library in 1965.","Washington",NA,NA,NA
"1479",12,"Everett","Everett",NA,"Jan 6, 1903","$25,000","3001 Oakes Avenue, Everett, WA. 98201","Designed by August F. Heide in Italianate style. Design inspired by Carnegie Library at Pomona, California which was in turn modeled after the Boston Public Library, McKim Building. Currently being renovated for Snohomish County Museum.","Washington",NA,NA,NA
"1480",13,"Goldendale","Goldendale",NA,"Nov 3, 1913","$8,000","131 West Burgen Street, Goldendale, WA. 98620-9544","Building designed by A.E. Doyle, with 1985 addition.","Washington",NA,NA,NA
"1481",14,"Hoquiam","Hoquiam",NA,"Dec 2, 1909","$20,000","420 7th Street, Hoquiam, WA. 98550-3616","Designed by Claude and Starck in the Prairie style. Built by Fred Knack. Opened 1911, remodeled and expanded in 1989-90.","Washington",NA,NA,NA
"1482",15,"North Yakima","North Yakima",NA,"Dec 14, 1903","$15,000","104 N. 3rd Street, Yakima, WA","Re","Washington",NA,NA,NA
"1483",16,"Olympia","Olympia",NA,"Mar 20, 1903","$25,000","620 Franklin St. SE, Olympia, WA. 98501-1359","Designed by Joseph Wohleb of Olympia with Blackwell & Baker of Seattle in Neoclassical Revival style. Currently houses a non-denominational church.","Washington",NA,NA,NA
"1484",17,"Pasco","Pasco",NA,"Dec 13, 1909","$10,000","305 North 4th Avenue, Pasco, WA 99301-5324","Designed by Wilson and Ginnold in the Spanish Revival style. Built by R.L. Ross. Now the Franklin County Historical Museum","Washington",NA,NA,NA
"1485",18,"Port Angeles","Port Angeles",NA,"Nov 9, 1916","$12,500","207 South Lincoln Street, Port Angeles, WA 98362-3002","Designed by Harold H. Ginnold in the Neoclassical Revival style. Built by Chris Kuppler. Now Clallam County Historical Society museum","Washington",NA,NA,NA
"1486",19,"Port Townsend","Port Townsend",NA,"Jul 13, 1912","$12,500","1220 Lawrence Street, Port Townsend, WA. 98368","Designed by C. Lewis Wilson & Co. in the Renaissance Revival style with 1990 addition.","Washington",NA,NA,NA
"1487",20,"Prosser","Prosser",NA,"Apr 28, 1909","$5,000","902 7th Street, Prosser, WA. 99350-1454","Designed in the Neoclassical Revival style. Built by F.W. Berndt. Demolished in 1974.[3]","Washington",NA,NA,NA
"1488",21,"Puyallup","Puyallup",NA,"Feb 15, 1912","$12,500","330 South Meridian, Puyallup, WA. 98371-5914","Designed by Roland E. Borhek in the Georgian style and dedicated on February 11, 1913. Razed c. 1961","Washington",NA,NA,NA
"1489",22,"Renton","Renton",NA,"May 21, 1913","$10,000","Bronson Way N. near Park Ave. N., Renton, WA 98057-2163","Designed by Harold H. Ginnold in the Georgian style. Officially opened March 11, 1914. Razed c. 1968 for park expansion; new library built nearby","Washington",NA,NA,NA
"1490",23,"Ritzville","Ritzville",NA,"Dec 24, 1906","$10,500","302 W. Main St., Ritzville, WA. 99169","Designed by Preusse and Zittel in the Neoclassical Revival style. Built by S.S. Schuler. Opened in 1907.","Washington",NA,NA,NA
"1491",24,"Seattle Main","Seattle",NA,"Jan 6, 1901","$430,000","1000 Fourth Avenue, Seattle, WA 98104","Designed in the Beaux Arts Classical style by P.J. Weber of Chicago. Built by Causey and Carney. Razed 1957-8 for new Library","Washington",NA,NA,NA
"1492",25,"Seattle Ballard","Seattle",NA,"Mar 27, 1903","$15,000","2026 Northwest Market Street, Seattle, WA. 98107-4080","Designed in the Neoclassical Revival style by Henderson Ryan. Library moved to new quarters in 1963. Building currently houses a bar called Kangaroo and Kiwi.","Washington",NA,NA,NA
"1493",26,"Seattle Columbia","Seattle",NA,"Jan 6, 1901","—","4721 Rainier Avenue South, Seattle, WA 98118-1696","Designed in the Georgian Revival style by Seattle architects W. Marbury Somervell and Harlan Thomas. Opened Dec. 30, 1915[4] Received addition in 2004","Washington",NA,NA,NA
"1494",27,"Seattle Fremont","Seattle",NA,"Jan 6, 1901","—","1501 North 45th Street, Seattle, WA 98103-6708","Designed in Italian Farmhouse style by Daniel R. Huntington. Construction delayed by World War I, opened July 27, 1921.[5] Minor renovations, mostly to lower level  in 1987.","Washington",NA,NA,NA
"1495",28,"Seattle Green Lake","Seattle",NA,"Jan 6, 1901","—","7364 East Green Lake Dr. N., Seattle, WA 98115","Designed in French Renaissance style by W. Marbury Somervell and Joseph S. Coté. Built by Westlake Construction Company. Opened July 1910[6]  Building renovated in 60s, 80s and 2000s.","Washington",NA,NA,NA
